drone3	1678172994.723052	1.966249	-4.474893	1.389351
drone3	1678172994.744021	1.966249	-4.474893	1.389351
drone3	1678172994.763060	1.966249	-4.474893	1.389351
drone3	1678172994.783916	1.966249	-4.474893	1.389351
drone3	1678172994.802865	1.966249	-4.474893	1.389351
drone3	1678172994.822823	1.966249	-4.474893	1.389351
drone3	1678172994.843822	1.966249	-4.474893	1.389351
drone3	1678172994.863745	1.966249	-4.474893	1.389351
drone3	1678172994.883706	1.966249	-4.474893	1.389351
drone3	1678172994.902673	1.966249	-4.474893	1.389351
drone3	1678172994.923608	1.966249	-4.474893	1.389351
drone3	1678172994.943604	1.966249	-4.474893	1.389351
drone3	1678172994.963580	1.966249	-4.474893	1.389351
drone3	1678172994.983517	1.966249	-4.474893	1.389351
drone3	1678172995.003475	1.966249	-4.474893	1.389351
drone3	1678172995.023443	1.966249	-4.474893	1.389351
drone3	1678172995.044392	1.966249	-4.474893	1.389351
drone3	1678172995.063399	1.966249	-4.474893	1.389351
drone3	1678172995.083306	1.966249	-4.474893	1.389351
drone3	1678172995.103255	1.966249	-4.474893	1.389351
drone3	1678172995.124238	1.966249	-4.474893	1.389351
drone3	1678172995.143188	1.966249	-4.474893	1.389351
drone3	1678172995.163181	1.966249	-4.474893	1.389351
drone3	1678172995.183099	1.966249	-4.474893	1.389351
drone3	1678172995.203065	1.966249	-4.474893	1.389351
drone3	1678172995.224017	1.966249	-4.474893	1.389351
drone3	1678172995.244004	1.966249	-4.474893	1.389351
drone3	1678172995.263990	1.966249	-4.474893	1.389351
drone3	1678172995.282893	1.966249	-4.474893	1.389351
drone3	1678172995.302891	1.966249	-4.474893	1.389351
drone3	1678172995.323804	1.966249	-4.474893	1.389351
drone3	1678172995.343782	1.966249	-4.474893	1.389351
drone3	1678172995.363756	1.966249	-4.474893	1.389351
drone3	1678172995.383665	1.966249	-4.474893	1.389351
drone3	1678172995.403624	1.966249	-4.474893	1.389351
drone3	1678172995.423610	1.966249	-4.474893	1.389351
drone3	1678172995.443535	1.966249	-4.474893	1.389351
drone3	1678172995.463573	1.966249	-4.474893	1.389351
drone3	1678172995.483452	1.966249	-4.474893	1.389351
drone3	1678172995.503432	1.966249	-4.474893	1.389351
drone3	1678172995.524381	1.966249	-4.474893	1.389351
drone3	1678172995.543388	1.966249	-4.474893	1.389351
drone3	1678172995.563349	1.966249	-4.474893	1.389351
drone3	1678172995.583297	1.966249	-4.474893	1.389351
drone3	1678172995.604279	1.966249	-4.474893	1.389351
drone3	1678172995.623249	1.966249	-4.474893	1.389351
drone3	1678172995.643180	1.966249	-4.474893	1.389351
drone3	1678172995.663230	1.966249	-4.474893	1.389351
drone3	1678172995.683139	1.966249	-4.474893	1.389351
drone3	1678172995.704038	1.966249	-4.474893	1.389351
drone3	1678172995.723958	1.966249	-4.474893	1.389351
drone3	1678172995.743981	1.966249	-4.474893	1.389351
drone3	1678172995.762910	1.966249	-4.474893	1.389351
drone3	1678172995.782865	1.966249	-4.474893	1.389351
drone3	1678172995.803797	1.966249	-4.474893	1.389351
drone3	1678172995.823751	1.966249	-4.474893	1.389351
drone3	1678172995.843709	1.966249	-4.474893	1.389351
drone3	1678172995.863657	1.966249	-4.474893	1.389351
drone3	1678172995.883632	1.966249	-4.474893	1.389351
drone3	1678172995.904575	1.966249	-4.474893	1.389351
drone3	1678172995.923545	1.966249	-4.474893	1.389351
drone3	1678172995.943519	1.966249	-4.474893	1.389351
drone3	1678172995.963448	1.966249	-4.474893	1.389351
drone3	1678172995.983405	1.966249	-4.474893	1.389351
drone3	1678172996.004395	1.966249	-4.474893	1.389351
drone3	1678172996.023335	1.966249	-4.474893	1.389351
drone3	1678172996.043275	1.966249	-4.474893	1.389351
drone3	1678172996.063266	1.966249	-4.474893	1.389351
drone3	1678172996.084254	1.966249	-4.474893	1.389351
drone3	1678172996.103208	1.966249	-4.474893	1.389351
drone3	1678172996.123129	1.966249	-4.474893	1.389351
drone3	1678172996.143141	1.966249	-4.474893	1.389351
drone3	1678172996.163088	1.966249	-4.474893	1.389351
drone3	1678172996.184079	1.966249	-4.474893	1.389351
drone3	1678172996.204094	1.966249	-4.474893	1.389351
drone3	1678172996.223924	1.966249	-4.474893	1.389351
drone3	1678172996.242885	1.966249	-4.474893	1.389351
drone3	1678172996.263013	1.966249	-4.474893	1.389351
drone3	1678172996.283881	1.966249	-4.474893	1.389351
drone3	1678172996.303775	1.966249	-4.474893	1.389351
drone3	1678172996.323733	1.966249	-4.474893	1.389351
drone3	1678172996.343673	1.966249	-4.474893	1.389351
drone3	1678172996.363669	1.966249	-4.474893	1.389351
drone3	1678172996.384596	1.966249	-4.474893	1.389351
drone3	1678172996.403570	1.966249	-4.474893	1.389351
drone3	1678172996.423530	1.966249	-4.474893	1.389351
drone3	1678172996.443481	1.966249	-4.474893	1.389351
drone3	1678172996.463438	1.966249	-4.474893	1.389351
drone3	1678172996.484398	1.966249	-4.474893	1.389351
drone3	1678172996.503369	1.966249	-4.474893	1.389351
drone3	1678172996.523434	1.966249	-4.474893	1.389351
drone3	1678172996.543288	1.966249	-4.474893	1.389351
drone3	1678172996.564229	1.966249	-4.474893	1.389351
drone3	1678172996.583213	1.966249	-4.474893	1.389351
drone3	1678172996.603189	1.966249	-4.474893	1.389351
drone3	1678172996.623152	1.966249	-4.474893	1.389351
drone3	1678172996.643157	1.966249	-4.474893	1.389351
drone3	1678172996.664099	1.966249	-4.474893	1.389351
drone3	1678172996.683989	1.966249	-4.474893	1.389351
drone3	1678172996.703975	1.966249	-4.474893	1.389351
