drone2	drone3	1678173045.221691	0.677474	-1.718631	-0.180856
drone2	drone3	1678173045.861676	0.623927	-1.723365	-0.156887
drone2	drone3	1678173046.601678	0.580055	-1.687405	-0.127924
drone2	drone3	1678173047.340697	0.696350	-1.617846	-0.094724
drone2	drone3	1678173047.880693	0.564653	-1.619301	-0.098039
drone2	drone3	1678173048.580698	0.455788	-1.601261	0.028479
drone2	drone3	1678173049.720715	0.568458	-1.539872	0.031905
drone2	drone3	1678173050.460692	0.570604	-1.516990	0.041004
drone2	drone3	1678173051.340694	0.662550	-1.427282	0.059859
drone2	drone3	1678173051.900690	0.852016	-1.245114	0.254338
drone2	drone3	1678173052.500708	0.821792	-1.187796	0.223233
drone2	drone3	1678173053.100685	0.779943	-1.135647	0.194702
drone2	drone3	1678173053.680693	0.701712	-1.066627	0.186924
drone2	drone3	1678173054.240680	0.609100	-1.000281	0.176144
drone2	drone3	1678173054.800688	0.446468	-0.963374	0.172222
drone2	drone3	1678173055.360682	0.264693	-0.974887	0.167447
drone2	drone3	1678173063.260691	-0.109580	-1.002739	-0.014238
drone2	drone3	1678173063.660674	-0.342155	-0.934618	-0.185116
drone2	drone3	1678173064.220681	-0.643283	-0.849625	-0.279392
drone2	drone3	1678173064.960698	-0.758908	-0.861423	-0.355460
drone2	drone3	1678173066.140691	-0.736539	-0.968284	-0.292223
drone2	drone3	1678173067.400690	-0.550143	-1.135759	-0.132771
drone2	drone3	1678173068.420692	-0.371954	-1.239291	0.026316
drone2	drone3	1678173069.520668	-0.233743	-1.277865	0.127736
drone2	drone3	1678173070.460689	-0.229530	-1.278137	0.200089
drone2	drone3	1678173071.500690	-0.160651	-1.258537	0.168437
drone2	drone3	1678173072.320693	-0.139862	-1.247030	0.167622
drone2	drone3	1678173073.340694	-0.182334	-1.221605	0.122832
drone2	drone3	1678173074.660695	-0.197117	-1.201068	0.066927
drone2	drone3	1678173075.720661	-0.178237	-1.198843	0.016067
drone2	drone3	1678173076.759691	-0.171333	-1.197356	-0.032218
drone2	drone3	1678173077.779689	-0.094722	-1.219842	-0.052034
drone2	drone3	1678173078.859692	-0.073208	-1.229865	-0.049580
drone2	drone3	1678173079.839690	-0.032995	-1.252630	-0.045556
drone2	drone3	1678173080.859697	-0.042462	-1.257702	-0.034299
drone2	drone3	1678173081.799700	-0.032290	-1.279261	-0.033002
drone2	drone3	1678173082.839709	-0.012648	-1.304231	-0.058226
drone2	drone3	1678173083.859688	-0.008748	-1.309959	-0.035045
drone2	drone3	1678173084.859687	0.025396	-1.324091	-0.037118
drone2	drone3	1678173085.839698	0.052202	-1.349327	-0.029212
drone2	drone3	1678173086.879682	0.052874	-1.339457	-0.003446
drone2	drone3	1678173087.899674	0.062465	-1.354200	0.003525
drone2	drone3	1678173088.859697	0.076788	-1.363198	0.008972
drone2	drone3	1678173089.879689	0.070341	-1.346290	0.022576
drone2	drone3	1678173090.879693	0.073124	-1.353412	0.016771
drone2	drone3	1678173091.879686	0.051477	-1.352728	0.007290
drone2	drone3	1678173092.719691	0.056220	-1.336831	0.272689
drone2	drone3	1678173092.939684	0.254500	-1.313630	0.674835
drone2	drone3	1678173093.179684	0.358691	-1.253413	1.056979
drone2	drone3	1678173093.439690	0.452269	-1.146170	1.474783
drone2	drone3	1678173093.839690	0.420133	-0.984755	1.790815
drone2	drone3	1678173094.319692	0.091609	-0.840423	1.884657
drone2	drone3	1678173094.539695	-0.175519	-0.746240	1.691447
drone2	drone3	1678173094.859692	-0.240395	-0.640807	1.644605
