drone1	drone2	1678173045.743786	-1.849600	0.596061	0.353378
drone1	drone2	1678173046.463778	-1.932016	0.541809	0.457711
drone1	drone2	1678173047.263772	-1.892672	0.388308	0.496959
drone1	drone2	1678173047.763776	-1.862960	0.058664	0.544178
drone1	drone2	1678173048.323807	-1.856444	0.166054	0.596051
drone1	drone2	1678173049.263765	-1.830025	0.238452	0.593367
drone1	drone2	1678173050.103768	-1.833191	0.086963	0.561935
drone1	drone2	1678173050.963783	-1.864315	0.171505	0.538581
drone1	drone2	1678173051.763773	-1.832277	0.117425	0.478221
drone1	drone2	1678173052.023780	-1.791648	0.113075	0.279298
drone1	drone2	1678173052.603777	-1.737392	0.149160	0.233863
drone1	drone2	1678173053.183770	-1.586810	0.157423	0.191101
drone1	drone2	1678173053.723791	-1.401970	0.172399	0.092172
drone1	drone2	1678173054.303783	-1.210167	0.184129	0.010434
drone1	drone2	1678173054.883771	-0.991852	0.187193	-0.018388
drone1	drone2	1678173055.443782	-0.779289	0.170513	-0.072285
drone1	drone2	1678173059.722777	-0.568244	0.153306	0.053273
drone1	drone2	1678173063.723327	-0.555760	0.149133	0.234192
drone1	drone2	1678173064.203340	-0.488318	0.205997	0.444981
drone1	drone2	1678173064.843319	-0.408939	0.270312	0.542619
drone1	drone2	1678173066.002857	-0.439019	0.342115	0.587298
drone1	drone2	1678173067.182846	-0.489193	0.420877	0.513883
drone1	drone2	1678173068.182853	-0.516777	0.475742	0.366522
drone1	drone2	1678173069.203868	-0.522843	0.482512	0.217230
drone1	drone2	1678173070.242843	-0.549715	0.474629	0.126133
drone1	drone2	1678173071.343517	-0.535395	0.479890	0.099292
drone1	drone2	1678173072.142969	-0.505052	0.484315	0.049648
drone1	drone2	1678173073.222975	-0.540423	0.455071	0.057694
drone1	drone2	1678173074.202963	-0.528311	0.473955	0.060898
drone1	drone2	1678173075.263159	-0.545528	0.469326	0.071483
drone1	drone2	1678173076.323352	-0.542942	0.486856	0.058771
drone1	drone2	1678173077.343350	-0.549931	0.487927	0.037183
drone1	drone2	1678173078.402818	-0.551095	0.488311	0.004726
drone1	drone2	1678173079.402929	-0.578650	0.490159	0.002399
drone1	drone2	1678173080.322906	-0.559341	0.489530	-0.014000
drone1	drone2	1678173081.342915	-0.556908	0.496621	-0.009709
drone1	drone2	1678173082.362933	-0.561468	0.503556	-0.004590
drone1	drone2	1678173083.422923	-0.575549	0.517660	0.000944
drone1	drone2	1678173084.442912	-0.555747	0.538094	-0.004487
drone1	drone2	1678173085.462677	-0.579050	0.525914	-0.023447
drone1	drone2	1678173086.442675	-0.574934	0.547254	-0.017783
drone1	drone2	1678173087.442675	-0.576505	0.568817	-0.019053
drone1	drone2	1678173088.422676	-0.573170	0.548326	-0.024466
drone1	drone2	1678173089.442721	-0.605007	0.564728	-0.010638
drone1	drone2	1678173090.362739	-0.573254	0.604177	-0.000783
drone1	drone2	1678173091.382651	-0.586485	0.580264	-0.003364
drone1	drone2	1678173092.403467	-0.595354	0.583442	0.004761
drone1	drone2	1678173093.042482	-0.566131	0.614812	-0.187018
drone1	drone2	1678173093.282462	-0.535029	0.575225	-0.396181
drone1	drone2	1678173093.683254	-0.493091	0.501459	-0.605093
drone1	drone2	1678173094.283179	-0.434954	0.404092	-0.632660
drone1	drone2	1678173094.563177	-0.421768	0.350662	-0.424986
drone1	drone2	1678173094.723199	-0.430315	0.329380	-0.194372
drone1	drone2	1678173095.223185	-0.481218	0.350065	-0.323552
drone1	drone2	1678173095.763181	-0.490262	0.301796	-0.524547
drone1	drone2	1678173096.563167	-0.496647	0.162600	-0.652809
drone1	drone2	1678173097.603176	-0.541637	0.078255	-0.619623
drone1	drone2	1678173098.623185	-0.602692	-0.006874	-0.410544
drone1	drone2	1678173099.543231	-0.629649	-0.094887	-0.199461
drone1	drone2	1678173100.443182	-0.591817	-0.107695	-0.037946
drone1	drone2	1678173101.363172	-0.591049	-0.116200	0.077951
drone1	drone2	1678173102.303171	-0.588913	-0.168337	0.105193
drone1	drone2	1678173103.323188	-0.575456	-0.115098	0.139151
drone1	drone2	1678173104.283198	-0.608667	-0.073067	0.145411
drone1	drone2	1678173105.223190	-0.605844	-0.138321	0.114117
drone1	drone2	1678173106.063179	-0.566563	-0.086655	0.245770
drone1	drone2	1678173106.363172	-0.529561	0.024981	0.464602
drone1	drone2	1678173106.683178	-0.503013	-0.020916	0.650361
drone1	drone2	1678173107.263170	-0.452950	0.299527	0.834932
drone1	drone2	1678173107.783180	-0.441940	0.499971	0.874752
drone1	drone2	1678173108.823183	-0.516472	0.579176	0.764975
drone1	drone2	1678173109.463211	-0.597298	0.655953	0.554706
drone1	drone2	1678173109.863169	-0.636636	0.717839	0.360754
drone1	drone2	1678173110.323175	-0.650863	0.660180	0.143704
drone1	drone2	1678173111.103184	-0.591314	0.714644	-0.046859
drone1	drone2	1678173112.123185	-0.618940	0.692093	-0.142468
drone1	drone2	1678173113.123177	-0.645226	0.576329	-0.149221
drone1	drone2	1678173114.123199	-0.639068	0.578845	-0.109230
drone1	drone2	1678173115.123186	-0.674951	0.566801	-0.040251
drone1	drone2	1678173115.982676	-0.662469	0.504577	0.033443
drone1	drone2	1678173116.962977	-0.651154	0.524518	0.079876
drone1	drone2	1678173117.922954	-0.627671	0.552518	0.108519
drone1	drone2	1678173118.922968	-0.647480	0.545891	0.117383
drone1	drone2	1678173119.903504	-0.636398	0.567667	0.107703
drone1	drone2	1678173120.903692	-0.651550	0.589614	0.097431
drone1	drone2	1678173121.703692	-0.618494	0.591658	0.075281
drone1	drone2	1678173122.723723	-0.631781	0.606479	0.053277
drone1	drone2	1678173123.723712	-0.669139	0.570581	0.053686
drone1	drone2	1678173124.383702	-0.623492	0.505496	0.028614
drone1	drone2	1678173125.123656	-0.672446	0.386506	0.116396
drone1	drone2	1678173125.703678	-0.597654	0.352710	0.192001
drone1	drone2	1678173126.423834	-0.576426	0.299186	0.318443
drone1	drone2	1678173126.723662	-0.594027	0.208058	0.429693
drone1	drone2	1678173127.263684	-0.527475	0.212437	0.508028
drone1	drone2	1678173127.843704	-0.465094	0.279877	0.560920
drone1	drone2	1678173128.503695	-0.449429	0.356996	0.603629
drone1	drone2	1678173129.323699	-0.501242	0.376791	0.605413
drone1	drone2	1678173129.583683	-0.527631	0.306453	0.585430
drone1	drone2	1678173129.923680	-0.535614	0.295363	0.544709
drone1	drone2	1678173130.443700	-0.476687	0.394202	0.524518
drone1	drone2	1678173131.283703	-0.434237	0.469058	0.504612
drone1	drone2	1678173132.303684	-0.480625	0.534487	0.354249
drone1	drone2	1678173133.323691	-0.532777	0.578007	0.187110
drone1	drone2	1678173134.323684	-0.515122	0.586082	0.080066
drone1	drone2	1678173135.323704	-0.522704	0.588267	0.005056
drone1	drone2	1678173136.323675	-0.542402	0.579307	-0.016925
drone1	drone2	1678173137.243517	-0.488810	0.553710	-0.017579
drone1	drone2	1678173138.263512	-0.501629	0.544037	-0.017088
drone1	drone2	1678173139.263512	-0.514815	0.531880	-0.004167
drone1	drone2	1678173140.263466	-0.493581	0.516827	0.021949
drone1	drone2	1678173141.203447	-0.492651	0.512989	0.042665
drone1	drone2	1678173142.224364	-0.517737	0.511107	0.044920
drone1	drone2	1678173143.223397	-0.492276	0.509270	0.051969
drone1	drone2	1678173144.224385	-0.512746	0.506040	0.044926
drone1	drone2	1678173145.203400	-0.512807	0.501871	0.028232
drone1	drone2	1678173146.184395	-0.512061	0.505917	0.031574
drone1	drone2	1678173147.164438	-0.512103	0.501263	0.026835
drone1	drone2	1678173148.164156	-0.537700	0.496724	0.012469
drone1	drone2	1678173149.183811	-0.541234	0.518909	0.016855
drone1	drone2	1678173150.083811	-0.525572	0.519742	0.009888
drone1	drone2	1678173151.063812	-0.551727	0.496226	0.003774
drone1	drone2	1678173151.984475	-0.521805	0.531153	0.022723
drone1	drone2	1678173153.004717	-0.551582	0.534830	0.028519
drone1	drone2	1678173153.983914	-0.553232	0.503957	0.011081
drone1	drone2	1678173154.643918	-0.594240	0.430316	0.055210
drone1	drone2	1678173155.303903	-0.588163	0.360492	0.124832
drone1	drone2	1678173155.843918	-0.533859	0.269984	0.240812
drone1	drone2	1678173156.443944	-0.491359	0.283539	0.362408
drone1	drone2	1678173157.023908	-0.452979	0.337187	0.455078
drone1	drone2	1678173157.584313	-0.418352	0.353659	0.525731
drone1	drone2	1678173158.504155	-0.440092	0.455188	0.546723
drone1	drone2	1678173159.304159	-0.509252	0.500668	0.470231
drone1	drone2	1678173159.664172	-0.530763	0.444171	0.403789
drone1	drone2	1678173160.344131	-0.507856	0.457463	0.347871
drone1	drone2	1678173160.964138	-0.511447	0.466107	0.314092
drone1	drone2	1678173161.784145	-0.469611	0.509589	0.299081
drone1	drone2	1678173162.784536	-0.492976	0.559374	0.254266
drone1	drone2	1678173163.784528	-0.529064	0.575854	0.169743
drone1	drone2	1678173164.764802	-0.499840	0.596498	0.112268
drone1	drone2	1678173165.784813	-0.498646	0.629777	0.057939
drone1	drone2	1678173166.804805	-0.512732	0.639561	0.002032
drone1	drone2	1678173167.844001	-0.511977	0.631108	-0.059407
drone1	drone2	1678173168.844480	-0.479105	0.650127	-0.096123
drone1	drone2	1678173169.904475	-0.508305	0.643621	-0.109432
drone1	drone2	1678173170.924384	-0.516328	0.623025	-0.113784
drone1	drone2	1678173171.924362	-0.517497	0.610908	-0.111793
drone1	drone2	1678173172.924467	-0.541217	0.565780	-0.074438
drone1	drone2	1678173173.844467	-0.528962	0.540000	-0.041993
drone1	drone2	1678173174.844963	-0.533960	0.542783	0.000279
drone1	drone2	1678173175.784969	-0.538156	0.544574	0.045004
drone1	drone2	1678173176.784538	-0.527655	0.547755	0.056180
drone1	drone2	1678173177.765084	-0.546383	0.569139	0.070329
drone1	drone2	1678173178.465219	-0.592009	0.581148	-0.145971
drone1	drone2	1678173178.687463	-0.560790	0.552979	-0.362912
drone1	drone2	1678173179.004583	-0.524934	0.516343	-0.563550
drone1	drone2	1678173179.264578	-0.522488	0.471327	-0.759313
drone1	drone2	1678173179.744588	-0.504982	0.325139	-0.964706
drone1	drone2	1678173180.324586	-0.491723	0.158819	-0.983775
drone1	drone2	1678173180.944594	-0.512212	0.005399	-0.891980
drone1	drone2	1678173181.624581	-0.567238	-0.078058	-0.694393
drone1	drone2	1678173181.944601	-0.614674	-0.096030	-0.490154
drone1	drone2	1678173182.304585	-0.664558	-0.104208	-0.278957
drone1	drone2	1678173182.604592	-0.678395	-0.118100	-0.081408
drone1	drone2	1678173183.004571	-0.648792	-0.127735	0.140058
drone1	drone2	1678173183.304594	-0.610521	-0.076148	0.364631
drone1	drone2	1678173183.564577	-0.588705	-0.058674	0.577509
drone1	drone2	1678173183.824587	-0.573502	-0.038700	0.779552
drone1	drone2	1678173184.124596	-0.569107	0.084203	1.001852
drone1	drone2	1678173184.684602	-0.587135	0.249520	1.096621
drone1	drone2	1678173185.324602	-0.621940	0.424193	1.029134
drone1	drone2	1678173185.824585	-0.618656	0.633147	0.846956
drone1	drone2	1678173186.324581	-0.593105	0.736328	0.635963
drone1	drone2	1678173186.824570	-0.643184	0.773469	0.432272
drone1	drone2	1678173187.144579	-0.677934	0.822189	0.240226
drone1	drone2	1678173187.564578	-0.658511	0.828011	0.000394
drone1	drone2	1678173187.984567	-0.623566	0.783231	-0.210099
drone1	drone2	1678173188.604575	-0.565917	0.745672	-0.338403
drone1	drone2	1678173189.424577	-0.583596	0.620994	-0.360956
drone1	drone2	1678173190.444576	-0.604081	0.508506	-0.249765
drone1	drone2	1678173191.244578	-0.575516	0.503653	-0.210999
drone1	drone2	1678173191.764566	-0.509965	0.445076	-0.414164
drone1	drone2	1678173192.224576	-0.455224	0.321830	-0.626468
drone1	drone2	1678173192.805582	-0.405079	0.211004	-0.756253
drone1	drone2	1678173193.724749	-0.443329	0.079039	-0.755016
drone1	drone2	1678173194.605287	-0.560512	-0.006491	-0.556291
drone1	drone2	1678173195.025313	-0.613463	0.001545	-0.345586
drone1	drone2	1678173195.445288	-0.639988	-0.010408	-0.143022
drone1	drone2	1678173195.965272	-0.644696	-0.043970	0.072570
drone1	drone2	1678173196.185269	-0.627426	-0.002913	0.281912
drone1	drone2	1678173196.405273	-0.605489	0.032218	0.493759
drone1	drone2	1678173196.685287	-0.575720	0.052029	0.721429
drone1	drone2	1678173196.945279	-0.566247	0.164273	0.933634
drone1	drone2	1678173197.505266	-0.578809	0.330480	1.105484
drone1	drone2	1678173198.145265	-0.603093	0.494175	1.059789
drone1	drone2	1678173198.725274	-0.610214	0.704969	0.882812
drone1	drone2	1678173199.205284	-0.631819	0.780903	0.677718
drone1	drone2	1678173199.585215	-0.683035	0.766548	0.468744
drone1	drone2	1678173199.905210	-0.703312	0.805699	0.266627
drone1	drone2	1678173200.185260	-0.710370	0.787341	0.049980
drone1	drone2	1678173200.585198	-0.670773	0.767036	-0.170645
drone1	drone2	1678173201.185201	-0.585357	0.733348	-0.335825
drone1	drone2	1678173201.885217	-0.535055	0.626318	-0.388875
drone1	drone2	1678173202.905196	-0.579881	0.540062	-0.295723
drone1	drone2	1678173203.905202	-0.591472	0.510594	-0.141484
drone1	drone2	1678173204.885595	-0.583041	0.471753	0.013528
drone1	drone2	1678173205.805606	-0.558643	0.470639	0.115690
drone1	drone2	1678173243.066203	-0.532220	0.490503	-0.004414
drone1	drone2	1678173354.189047	-0.532890	0.477747	-0.020690
